x,y
-0.81553219,0.772230674
-0.799441592,0.773468792
-0.787130692,0.748262082
-0.768404595,0.743905151
-0.766099741,0.818386668
-0.733286845,0.743282286
-0.712485459,0.714285066
-0.68818744,0.751263217
-0.682991856,0.738231028
-0.677589287,0.693644167
-0.672677125,0.679037126
-0.664288251,0.724235774
-0.662723999,0.743226509
-0.656908798,0.799041771
-0.654550412,0.757315309
-0.653594316,0.774051635
-0.653447902,0.726210859
-0.640855778,0.783600768
-0.636857221,0.666960152
-0.635655336,0.796762049
-0.627228255,0.92538615
-0.619529474,0.798405045
-0.613424049,0.797946868
-0.612178219,0.680003724
-0.61115506,0.820444413
-0.610308586,0.646659887
-0.610298242,0.770461035
-0.60219588,0.730879251
-0.597833354,0.820026744
-0.593091028,0.998511004
-0.591500695,0.780093878
-0.586755598,0.712911842
-0.58602153,0.822924429
-0.579457011,0.837017195
-0.57837086,0.826852849
-0.570415962,0.957500538
-0.568146259,0.857647083
-0.561954741,0.755352683
-0.559994154,0.864947368
-0.550413406,0.863190821
-0.540316262,0.764100034
-0.538811255,0.894813019
-0.534814085,0.826461463
-0.525676009,0.932666524
-0.52349321,0.901123896
-0.510010455,0.674168283
-0.506727523,0.877699174
-0.506145833,0.919376107
-0.500695423,0.926977935
-0.495647834,0.687782661
-0.484705867,0.905854515
-0.484223495,0.850244141
-0.4756918,0.822049345
-0.474682543,0.990856131
-0.474091238,0.847054082
-0.471426255,0.927032428
-0.46400225,0.866090442
-0.459969109,0.9124838
-0.459181873,0.854367688
-0.45752086,0.917743715
-0.438101055,0.941387243
-0.433107466,0.828061101
-0.432542015,0.90632433
-0.424711657,0.790473661
-0.423838394,0.97290212
-0.421749199,0.827406538
-0.405969996,0.919940837
-0.391603583,0.739387493
-0.388281056,0.913408037
-0.382602216,0.938433777
-0.373548562,0.871997304
-0.361093851,0.880112217
-0.349187197,0.849006533
-0.34424622,0.87252964
-0.335397324,0.983345696
-0.325542193,0.920906413
-0.32035264,0.924742097
-0.306659288,0.966378294
-0.29946395,1.052512165
-0.292254181,0.929710204
-0.292220381,0.80801792
-0.291783885,0.814451006
-0.280472165,0.846379266
-0.273533572,0.95796992
-0.273485227,1.059350875
-0.270238333,0.914784696
-0.266967382,0.960675048
-0.244185364,1.083820361
-0.241402682,0.80660888
-0.238360454,0.883855668
-0.238323033,0.935891415
-0.233188106,0.998684042
-0.230189768,0.968362232
-0.225114245,0.990045774
-0.209857171,0.997473702
-0.207677416,1.00827877
-0.206561273,0.969870604
-0.202447722,1.036004676
-0.200754113,0.964783409
-0.189030104,1.030516203
-0.188949653,0.912978012
-0.187780474,0.930218427
-0.179499224,0.943015049
-0.170598943,0.922687287
-0.162834982,0.919898749
-0.160177194,1.055315469
-0.13849986,1.026466984
-0.132535306,0.918102583
-0.13168431,1.107715628
-0.122600174,1.127630465
-0.11848903,0.94988121
-0.112860274,1.009194194
-0.109858255,0.940071324
-0.093629178,0.959552781
-0.090986171,1.005281185
