x,y
1.03990587,-0.451979024
1.043407988,-0.571114177
1.045371947,-0.339126033
1.054574683,-0.487004252
1.056778042,-0.4985947
1.057801368,-0.406588169
1.062480126,-0.434351398
1.064129831,-0.432642089
1.076832929,-0.541215001
1.086294116,-0.557819978
1.090335462,-0.474167009
1.09059246,-0.547337258
1.100416107,-0.297574358
1.103480054,-0.651659373
1.107823674,-0.51280021
1.118616037,-0.508228871
1.118617253,-0.467226444
1.123716757,-0.586016589
1.134811508,-0.442927049
1.137017724,-0.357505372
1.137881789,-0.42066738
1.144239078,-0.499812124
1.168654859,-0.460073428
1.169013558,-0.426382523
1.17276007,-0.249943908
1.182877744,-0.646379974
1.18473036,-0.658833473
1.188601936,-0.419717009
1.194311133,-0.395827248
1.198531713,-0.386184991
1.201032936,-0.502962452
1.209151565,-0.429702384
1.21446197,-0.519702779
1.216413505,-0.306731081
1.223056551,-0.340946621
1.226785193,-0.607051542
1.231784535,-0.572838312
1.236562721,-0.32330232
1.237783438,-0.6486542
1.239665176,-0.760255368
1.254670286,-0.456763763
1.263193191,-0.488646866
1.267889822,-0.499312676
1.270237594,-0.516042009
1.277333405,-0.557364481
1.278833056,-0.638628218
1.280237079,-0.285629092
1.285962671,-0.451608729
1.295060281,-0.288070035
1.309681146,-0.598692604
1.325491093,-0.501159289
1.328780124,-0.501424753
1.340828191,-0.553821604
1.352323153,-0.473145069
1.361351766,-0.345940721
1.362198039,-0.402777139
1.364306985,-0.370817555
1.37539317,-0.351965243
1.383357185,-0.447970519
1.389977298,-0.352530838
1.390149099,-0.435906821
1.392723621,-0.357638778
1.414494504,-0.438791061
1.417033072,-0.50153248
1.428051662,-0.326946656
1.43985727,-0.424273034
1.448698704,-0.23438237
1.452660444,-0.545748314
1.453069063,-0.397690717
1.458222096,-0.450222494
1.463577641,-0.403413124
1.463832943,-0.278994463
1.463889931,-0.401048876
1.466496508,-0.207345892
1.471097818,-0.339162313
1.474468094,-0.28669242
1.474592895,-0.341352515
1.47945462,-0.391151762
1.47999485,-0.527112214
1.487754499,-0.224707249
1.488171703,-0.447911656
1.494622655,-0.273441555
1.500269754,-0.169411306
1.502177439,-0.468424557
1.511224687,-0.48375512
1.524663843,-0.30882979
1.526246389,-0.204361934
1.535945951,-0.485139164
1.542074689,-0.357130985
1.542818784,-0.069021356
1.544932108,-0.121326071
1.545627865,-0.265713782
1.547028104,-0.156692279
1.553568872,-0.292064626
1.553775718,-0.406702506
1.562466979,-0.333122507
1.564289837,-0.237415668
1.576193003,-0.168992344
1.585310984,-0.31664371
1.58775702,-0.379493287
1.594148771,-0.297815888
1.604115138,-0.167586634
1.607721123,-0.338935625
1.610930482,-0.195636598
1.612864821,-0.138831895
1.620380772,-0.515629839
1.635301125,-0.212207402
1.637991403,-0.462525097
1.642077661,-0.482510007
1.65195686,-0.276309211
1.654462383,-0.274021242
1.654665627,-0.40441044
1.662153483,-0.194677838
1.663089095,-0.158273797
1.669942701,-0.420401477
1.671291791,-0.335852803
1.682720802,-0.317219981
1.692334547,-0.405504685
1.714897337,-0.334330774
1.724855865,-0.290319585
1.745494987,-0.263044549
1.75774682,-0.250623941
1.766693354,-0.351459824
1.769543229,-0.293763796
1.784814413,-0.334122862
1.802330939,-0.28470339
1.829380563,-0.345409257
