x,y
4.43,4.1
4.58,4.88
4.64,5.51
4.73,5.69
4.88,5.25
5.33,5.74
5.33,5.67
5.35,5.94
5.37,4.4
5.41,5.22
5.46,5.2
5.53,5.7
5.56,3.94
5.59,5.87
5.63,4.35
5.65,5.76
5.66,3.64
5.69,5.87
5.7,5.32
5.84,5.69
5.9,5.7
5.98,5.85
6.06,6.31
6.07,5.69
6.11,5.66
6.13,4.64
6.17,5.67
6.32,6.35
6.33,4.89
6.44,5.78
6.46,4.69
6.49,5.65
6.55,3.43
6.56,5.86
6.58,4.55
6.61,5.03
6.62,5.43
6.63,5.76
6.64,4.62
6.65,4.98
6.7,5.2
6.73,5.39
6.73,5.47
6.76,4.82
6.81,6.03
6.92,6.47
7.11,6.38
7.15,6.28
7.23,6.38
7.28,5.95
7.36,5.1
7.38,6.18
7.46,6.32
7.93,4.73
7.95,6.21
8.24,4.95
8.28,6.0
8.67,5.68
8.82,6.51
