x,y
0.69866779,0.492202134
0.701765494,0.483045874
0.719905542,0.50716436
0.764837148,0.487150728
0.788206009,0.171401462
0.789618355,0.306985822
0.798231861,0.358566029
0.801068493,0.511741583
0.805829449,0.505094598
0.808944369,0.308814885
0.814164216,0.057477821
0.823688362,0.477096355
0.824703842,0.536007684
0.8253502,0.458153147
0.829565323,0.461134693
0.844930698,0.249775387
0.858112127,0.338416116
0.859177152,0.329427948
0.874085475,0.253794069
0.875760746,0.326428702
0.875782446,0.238320359
0.877400349,0.446193214
0.882342608,0.508583461
0.88753231,0.482167028
0.888210113,0.373246464
0.888300734,0.228699754
0.889760398,0.571383395
0.893913418,0.174622618
0.894291501,0.475171547
0.897649739,0.327009876
0.901688074,0.293504414
0.914634116,0.105873742
0.916869699,0.265684723
0.917413114,0.518218489
0.919020363,0.393739748
0.919214726,0.46332569
0.919955776,0.278124697
0.920527503,0.221125077
0.923071517,0.444597732
0.925272336,0.480963233
0.930756582,0.169556583
0.932615417,0.401833953
0.932965898,0.002212976
0.938745933,0.049220716
0.946699859,0.165165968
0.948718603,0.304063722
0.951432727,0.212039185
0.956769225,0.372432268
0.959660828,0.284406823
0.959698365,0.077419995
0.970355552,0.559830592
0.971954574,0.403906648
0.971980465,0.107997299
0.973953341,-0.01244532
0.974774666,0.033931309
0.976443886,-0.000482391
0.978338499,-0.123914394
0.980455247,0.547566602
0.984758539,0.349400148
0.985413414,0.161027972
0.986408749,0.341390124
0.986891768,0.315426773
0.988942997,0.478830859
0.989460674,0.084212146
0.990637962,0.384434103
0.990804651,0.253909538
1.001874719,0.246144149
1.003620764,0.403819652
1.005972571,0.315075967
1.008710919,0.092864021
1.010577171,0.179249985
1.010748483,0.367536924
1.0119001,0.168469681
1.012848313,0.004718054
1.014569053,0.102506402
1.018088305,0.241335903
1.018506049,0.293156143
1.020222985,0.584621732
1.021806445,0.103740205
1.021812121,0.080894988
1.021923839,0.331204921
1.028126942,0.169685675
1.039294812,0.034327526
1.060274742,0.14419422
1.061258451,0.437506155
1.067663523,0.469842233
1.068373335,0.199949338
1.068655881,0.271541898
1.071587375,0.217281393
1.072128676,0.048114579
1.072354672,0.245819437
1.07532738,0.099223952
1.102625987,0.324031451
