x,y
0.286438982,0.841017852
0.297332594,0.890731297
0.319034028,0.869166944
0.319431024,0.872912239
0.327608258,0.996010013
0.331828872,0.94265012
0.355988375,0.981024504
0.357277686,0.983387097
0.359315973,1.012594391
0.35998081,0.884673635
0.368442335,0.856259195
0.374322853,0.910449756
0.384263731,0.976920426
0.390348205,0.951262989
0.39466707,0.955004828
0.402153821,0.946938358
0.403246867,0.890612871
0.404917748,0.880743752
0.407408051,0.973900908
0.408199124,0.925529892
0.413464633,0.989599633
0.413706382,0.989626248
0.418652281,1.135078985
0.418951608,0.961207044
0.425997049,1.065984333
0.429840923,0.870672652
0.430240159,0.89655649
0.435924093,0.959942643
0.438475809,0.897989877
0.45218919,0.982880131
0.466174262,0.88000245
0.471927607,0.998927669
0.474279577,0.829884349
0.480032516,0.78472157
0.493951329,0.846228348
0.499281137,0.980901022
0.510729771,0.91879255
0.511506236,0.804210527
0.518811113,0.962880768
0.523599602,0.802097742
0.526915021,0.776425827
0.52770524,0.821061771
0.536030243,0.711231168
0.538651789,0.943115404
0.542778288,0.89698428
0.542856377,0.756233914
0.543377317,0.850289807
0.555516739,0.799850051
0.561633818,0.756960594
0.575939704,0.790910837
0.576934302,0.736149982
0.582300611,0.752540125
0.587442532,0.797458978
0.589902879,0.684926342
0.60100148,0.72912063
0.604290667,0.803155161
0.606040804,0.952971289
0.610114069,0.595392043
0.612363128,0.746898206
0.618000159,0.774197837
0.620727754,0.751382136
0.630276305,0.895828129
0.631084557,0.746348264
0.636595243,0.84576296
0.643680367,0.763464331
0.649062667,0.889302263
0.651835554,0.719900614
0.653705413,0.688002644
0.655594321,0.64475724
0.671367969,0.841609537
0.671657769,0.733943948
0.681623819,0.641624194
0.684079127,0.628003406
0.685233938,0.695951036
0.690487074,0.781578314
0.693366152,0.824322244
0.708115737,0.723247211
0.709213942,0.547811252
0.709345039,0.714786449
0.710127955,0.839737744
0.71591499,0.711206354
0.722368049,0.764542954
0.726516133,0.710589214
0.732023115,0.791947625
0.733829543,0.589636068
0.733843934,0.632724084
0.738248719,0.77239672
0.73839506,0.70900943
0.743265071,0.701004585
0.744900754,0.683631876
0.744981029,0.596287512
0.756061402,0.681074095
0.756799832,0.57338195
0.764783692,0.733432871
0.772113171,0.587523038
0.773968106,0.618805894
0.780019318,0.568685018
0.785207481,0.730150446
0.785424125,0.705471058
0.785971413,0.846024315
0.791415438,0.60514211
0.800232319,0.650585763
0.804827256,0.668053163
0.808847546,0.695927485
0.81588425,0.615924584
0.844401007,0.689411843
0.858272827,0.685588886
0.861069931,0.680011469
0.875329701,0.647785741
