x,y
-0.551438501,1.02598538
-0.499524312,0.952199743
-0.488760185,0.895147471
-0.482959361,1.030795973
-0.480497123,0.912400684
-0.479366047,0.978654253
-0.465096706,0.948540418
-0.443438268,0.936767699
-0.434754882,0.857894871
-0.420640008,0.967419468
-0.41506354,0.917127538
-0.391254702,0.929260757
-0.390732956,0.940978843
-0.384673065,0.815358491
-0.383600206,0.827047182
-0.380403235,0.847064648
-0.35833791,0.84111889
-0.357533048,0.924678727
-0.353366908,0.812256838
-0.348981924,0.864064365
-0.33914663,0.907768552
-0.324649932,1.084864338
-0.322306432,1.004773381
-0.310636527,0.919145393
-0.306589148,0.753430813
-0.301525473,0.920199882
-0.283571343,0.840552054
-0.283403363,1.095657961
-0.283113926,0.75158663
-0.270463847,0.985827761
-0.259517034,0.898752756
-0.25892997,1.00389982
-0.257339868,0.962260247
-0.255069707,0.990603385
-0.254569557,0.962318565
-0.235098714,1.131859035
-0.224471473,0.925436912
-0.207208543,0.751227201
-0.204382938,0.966911596
-0.204379458,0.832014482
-0.204091735,1.006652434
-0.201051567,0.974515388
-0.19370869,1.02353964
-0.188899988,0.961457368
-0.187109727,0.88573301
-0.186244047,0.925546691
-0.180330111,0.890705206
-0.171830369,1.066289072
-0.160305543,1.056570028
-0.151581224,0.901395496
-0.145404742,0.88736321
-0.144364079,1.085499636
-0.141713572,1.153081564
-0.131080849,0.943373894
-0.129764846,0.925109584
-0.124446917,0.546652913
-0.121417499,1.043675696
-0.11403593,1.182852204
-0.102264431,1.008182967
-0.091227771,0.921024518
-0.083539599,0.938401332
-0.083051858,1.019956972
-0.068599676,1.125035545
-0.058608135,1.196895079
-0.053575923,0.967313348
-0.052820111,1.003549166
-0.051313126,0.713593876
-0.047865048,1.092067318
-0.047659475,1.013172225
-0.045577426,1.078044116
-0.041468814,0.928039681
-0.039964794,1.183791494
-0.036312604,1.056947565
-0.029439185,1.033621592
-0.023726135,1.084622799
-0.013157147,0.953758354
-0.008602893,1.066585039
-0.008081493,1.006545846
-0.002079125,1.132464566
4.69295e-05,0.9861793
0.00159925,1.191964322
0.006042956,1.037670204
0.013151321,1.088116116
0.01652192,0.916093773
0.019450765,0.545776014
0.022793872,0.989106773
0.043794744,0.987110439
0.047346173,1.038138765
0.054383439,0.89025523
0.055499877,1.090428264
0.060436716,0.948762937
0.063701565,0.98496436
0.06455986,1.055241699
0.067368585,0.913012829
0.07379154,1.005741485
0.084724313,1.068318883
0.087072982,0.583029757
0.100157563,0.698902235
0.101685895,0.801741019
0.112952946,0.914721671
0.11678436,1.135548012
0.118075275,0.898185717
0.124982862,1.237437971
0.137140882,1.001273307
0.150046629,0.968985786
0.152479023,0.682371613
0.15324995,0.918498299
0.156396252,0.978707839
0.157923164,0.781243502
0.16047038,0.900572885
0.171595749,0.876452304
0.174632587,0.865762637
0.177399624,0.964145443
0.184848834,0.751180738
0.188189524,1.097469751
0.192316234,1.04915434
0.201296719,1.166908041
0.208796517,0.996491218
0.226692619,0.905470862
0.231075186,1.020693649
0.231495945,0.982724947
0.233547881,0.962269743
0.235910142,1.048887223
0.237066565,0.911154165
0.237658493,0.835662271
0.243782988,0.988056989
0.260907339,0.992136753
0.289429658,0.922434421
0.294253778,0.791935522
0.311708265,0.845724827
0.314357342,0.86022322
0.324346693,0.945090214
0.330233173,0.834148901
0.338627752,1.168000725
0.345507552,0.836832051
0.355278614,1.003913491
0.355324315,1.230572501
0.360477611,1.04390057
0.362655543,0.976513605
0.364051963,1.005761325
0.365435566,0.887471886
0.373180612,0.979470189
0.376578723,0.946436866
0.388169043,0.9659516
0.388775071,1.007058661
0.389202951,0.988623237
0.393296782,0.896604428
0.399636532,0.852390434
0.400064171,0.805308059
0.402085643,1.026820333
0.403694399,1.141855394
0.405686457,0.87975617
0.410816195,1.022445716
0.411974615,0.988050138
0.413530775,1.228256995
0.41459209,0.910357547
0.429982785,0.977597123
0.438876593,0.890102451
0.440614718,0.852845243
0.444543497,0.979877312
0.453921555,0.821440296
0.483992597,0.959773869
0.493217779,1.030250768
0.495207697,1.00053864
0.532321206,1.019659414
