x,y
8.04,11.0
8.18,10.3
8.55,11.6
8.71,10.9
8.72,11.4
8.79,10.4
8.83,9.63
8.86,13.0
8.86,10.4
8.9,9.35
8.96,9.44
9.08,10.1
9.09,10.6
9.12,11.8
9.2,11.2
9.23,10.6
9.31,10.1
9.35,10.4
9.38,10.2
9.41,8.9
9.42,10.1
9.42,9.92
9.43,11.1
9.45,10.3
9.48,9.45
9.51,10.4
9.54,9.62
9.59,9.95
9.6,9.02
9.63,8.63
9.63,9.93
9.66,8.78
9.66,11.6
9.68,11.5
9.69,9.84
9.7,9.75
9.73,9.91
9.74,10.8
9.75,11.6
9.76,8.92
9.76,8.7
9.77,9.26
9.8,10.7
9.85,11.1
9.88,10.2
9.97,10.9
9.99,9.59
10.0,9.16
10.1,9.33
10.1,11.3
10.1,10.7
10.1,9.77
10.1,10.4
10.1,11.0
10.1,8.64
10.2,9.5
10.2,9.61
10.2,9.64
10.3,10.9
10.4,9.3
10.4,11.4
10.4,9.06
10.4,10.7
10.5,11.6
10.5,11.5
10.5,11.4
10.5,9.71
10.7,10.1
10.7,9.86
10.7,10.6
10.8,11.4
10.8,11.3
10.8,8.44
10.8,11.1
11.0,11.0
11.0,9.31
11.0,9.24
11.0,11.4
11.0,9.17
11.0,11.2
11.1,9.46
11.5,9.7
11.5,10.1
11.5,10.5
11.5,11.3
11.7,9.37
11.7,12.5
11.8,9.59
11.8,10.2
12.0,11.6
12.0,9.31
12.1,9.71
12.1,9.78
12.3,9.59
