x,y
-1.216708388,0.359463576
-1.159227867,-0.007681322
-1.15606684,0.062082876
-1.143912316,0.240586131
-1.126159533,0.008953551
-1.116624092,0.132131378
-1.111832831,0.128155778
-1.100341418,0.6698478
-1.095360478,0.200978991
-1.094110269,0.179210827
-1.088141508,0.287319503
-1.087966961,0.071120804
-1.072067087,0.111594296
-1.071020316,-0.046884128
-1.065362618,0.324047355
-1.055373468,0.0290727
-1.051843052,0.23876409
-1.048217196,0.368319353
-1.035218747,0.614681576
-1.03471814,0.109082326
-1.033918146,0.487823451
-1.032992471,0.329963645
-1.02953569,-0.0283129
-1.02721823,0.62534835
-1.023455146,0.093879953
-1.021193775,0.533154604
-1.019767288,-0.118218295
-1.018373517,0.025898271
-1.01115464,0.545344627
-1.009239064,0.174426896
-1.009164828,0.40133609
-1.008976644,0.290841711
-1.001496393,0.437108711
-1.000377688,0.301705937
-0.993974116,-0.027778405
-0.97621952,0.155456767
-0.975845434,0.406829279
-0.975745718,0.511949167
-0.968277741,0.540413642
-0.967115716,0.439597676
-0.958032871,0.336244969
-0.957903552,0.801301832
-0.953916229,0.384618859
-0.951583068,0.511633438
-0.948642882,0.138935914
-0.948336281,0.191586723
-0.946088295,0.337810133
-0.945037287,0.797267319
-0.944681274,0.349468358
-0.943906677,0.461285355
-0.943188815,0.154211997
-0.942656157,0.346944406
-0.942563404,0.353852531
-0.939697679,0.555956383
-0.939283795,0.304722452
-0.936909717,0.434384503
-0.935724419,0.413886761
-0.919493697,0.590565959
-0.919228761,0.39787086
-0.91252238,0.18553677
-0.910267871,0.372615567
-0.899984186,0.404445444
-0.899939136,0.260583293
-0.899564746,0.077501873
-0.895923178,0.479763517
-0.89537886,0.471302551
-0.890671172,0.150093261
-0.889456501,0.593012624
-0.884844005,0.774525742
-0.88108806,0.368655434
-0.876345219,0.594348711
-0.875064018,0.200046401
-0.873717303,-0.088453855
-0.871842694,0.590978138
-0.870559873,0.510501076
-0.864393755,0.576147429
-0.86435665,0.316321402
-0.863443064,0.216565135
-0.852724119,-0.078038957
-0.852351639,0.260018279
-0.852237828,0.13284817
-0.851586455,0.208204062
-0.847228143,0.563793312
-0.843763259,0.541633277
-0.843001106,0.256636237
-0.842835078,0.15223069
-0.839152049,0.660119495
-0.838942408,0.545413907
-0.831202479,0.670595391
-0.829497169,0.429514643
-0.827328182,0.498278063
-0.826586494,0.721439143
-0.826012274,0.670221881
-0.825159654,0.476014027
-0.819173802,0.818331562
-0.818627343,0.300596612
-0.812961456,0.243687822
-0.810060925,0.323728331
-0.809266258,0.381833542
-0.808276799,0.092447635
-0.805574525,0.573652774
-0.804021372,0.739757268
-0.80213147,0.190906228
-0.800558285,0.852439197
-0.798584601,0.314692403
-0.798290983,0.42835513
-0.796804671,0.65686817
-0.791667095,0.579864254
-0.786624431,0.558276818
-0.785920963,0.802404094
-0.781829013,0.463353443
-0.780445831,0.610847612
-0.779898297,0.509092863
-0.775975046,0.56301661
-0.77406588,0.778832909
-0.770925679,0.511233109
-0.769409892,0.485835524
-0.766150818,0.663211838
-0.751544927,0.568321614
-0.748397527,0.599262375
-0.738477974,0.763133878
-0.733810946,0.279946441
-0.719173779,0.537597601
-0.71110505,0.720732925
-0.702134513,0.593682094
-0.69705767,0.753392045
-0.694287613,0.940286031
-0.687891512,0.667757068
-0.686596125,0.793580814
-0.67692243,0.747148845
-0.671654944,0.699099043
-0.667929132,0.659064525
-0.663288852,0.740472685
-0.66172932,0.717233374
-0.657548192,0.755264429
-0.644347686,0.738247657
-0.636889406,0.805665644
-0.632189329,0.800829577
-0.630198536,0.795643909
-0.628826932,0.745303149
-0.622635978,0.810306272
-0.618122965,1.058844231
-0.610540122,0.649129942
-0.610454262,0.832560173
-0.601872404,0.817082985
-0.601792266,0.815883016
-0.60050138,0.828766845
-0.594791314,0.83544624
-0.592676766,0.8869535
-0.588104637,0.715025654
-0.584298897,0.610318595
-0.583148145,0.827264363
-0.563363994,0.94487955
-0.55624277,0.880079122
-0.550719191,0.908441415
-0.548877714,0.887319517
-0.545664587,0.700928669
-0.545564821,0.738375981
-0.543996515,0.709952968
-0.542853934,0.923084162
-0.539549687,0.881931449
-0.531609415,0.738907818
-0.508276497,0.9062655
-0.503066587,0.830579696
-0.499624606,0.844089723
-0.493270939,0.825136702
-0.486615234,0.793332514
-0.481568858,0.849532849
-0.466999388,0.633482686
-0.462938093,0.632450676
-0.442684682,0.736632243
-0.387082442,0.669046021
