x,y
-2.33,1.93
-2.28,4.62
-1.33,3.1
-1.05,-0.473
-0.884,4.33
-0.681,0.888
-0.571,3.58
-0.5,0.584
-0.426,-0.136
-0.19,0.555
0.00789,3.05
0.0224,1.25
0.0518,1.86
0.0811,4.41
0.0922,-0.812
0.103,2.18
0.131,3.12
0.17,2.96
0.181,2.19
0.197,2.98
0.262,-0.457
0.313,1.53
0.328,4.83
0.35,1.21
0.4,4.59
0.45,2.12
0.468,5.61
0.494,0.71
0.68,2.37
0.741,-0.214
0.803,3.26
0.842,0.0822
0.887,-2.0
0.942,2.42
0.97,3.69
1.1,0.219
1.13,5.81
1.17,2.6
1.28,3.51
1.3,3.3
1.31,1.31
1.32,1.1
1.35,3.75
1.42,-0.0732
1.46,4.17
1.48,-0.988
1.63,-0.457
1.64,-0.208
1.66,0.493
1.7,1.01
1.79,1.16
1.79,1.21
1.83,4.8
1.84,4.26
1.9,3.1
1.9,-0.488
2.14,1.03
2.14,3.57
2.18,3.09
2.23,4.78
2.25,4.13
2.32,2.53
2.36,4.26
2.45,1.53
2.57,0.529
2.58,3.51
2.6,3.3
2.66,0.953
2.68,1.13
2.8,1.09
2.82,3.58
2.92,0.124
3.08,-0.314
3.11,1.63
3.17,3.03
3.23,0.0245
3.47,1.65
3.55,-0.969
3.59,4.1
3.7,-2.02
3.74,1.3
3.76,2.33
3.83,3.32
3.83,-0.0631
3.85,2.48
3.87,0.187
3.88,-0.0465
4.05,1.83
4.35,2.62
4.41,2.32
4.41,-1.45
4.81,-0.637
4.95,5.23
4.96,1.41
5.11,1.96
5.27,2.27
5.95,0.899
6.41,1.14
6.67,1.81
