x,y
0.569545426,0.552488872
0.634989337,0.619817424
0.649296342,0.639451486
0.658864894,0.441150122
0.660538747,0.445910869
0.672856543,0.491472365
0.681514598,0.515859208
0.691306031,0.58082831
0.694802767,0.674287023
0.700825661,0.594461414
0.709662679,0.169952823
0.727281405,0.579984483
0.730017116,0.585687405
0.730374215,0.471941167
0.730408317,0.731879712
0.734655759,0.70211503
0.739499375,0.371237228
0.739837798,0.077955692
0.745379925,0.689091693
0.752549206,0.241498578
0.764747205,0.584113165
0.768143149,0.752763976
0.770250442,0.632868236
0.771157216,0.569504189
0.772296869,0.68470971
0.775965041,0.550996203
0.777638556,0.514430968
0.778429592,0.246280407
0.78102464,0.665380123
0.78685864,0.598054021
0.789480858,0.49833875
0.789493017,0.685986717
0.790380326,0.718825927
0.792082851,0.489530636
0.792310123,0.495352479
0.792693271,0.765309563
0.793559459,0.47110269
0.793663572,0.257529771
0.79794114,0.658677851
0.806291636,0.715678129
0.815514205,0.538206284
0.817669104,0.717004796
0.829572372,0.281022759
0.830686012,0.711664176
0.831283458,0.277891909
0.835260509,0.312619988
0.839854243,0.293164835
0.849712736,0.321505014
0.856187764,0.220703701
0.856192922,0.757116007
0.858563884,0.169519139
0.869704073,0.447567207
0.87330092,0.343806122
0.873601114,0.73085159
0.874425062,0.368311453
0.881277071,0.123107031
0.885008665,0.495680552
0.887156163,0.695043457
0.893568678,0.504089909
0.894270564,0.254356712
0.897591056,0.602845817
0.898127337,0.299666271
0.900687865,0.212535415
0.903979121,0.245964005
0.906343806,0.665728221
0.906438734,0.463790885
0.907107255,-0.024525844
0.912896931,0.408670896
0.914370631,0.058856964
0.914406521,0.142779618
0.924469847,0.441353426
0.92461626,0.550659578
0.931338882,0.507598294
0.93200172,0.15875005
0.935897514,0.440840626
0.942716573,0.318928415
0.945205223,0.194946569
0.95163569,0.028504001
0.953269243,0.427997618
0.959054308,0.397798378
0.962547866,0.113552894
0.963921503,-0.035010695
0.964685838,0.269792108
0.966704125,0.007359147
0.967305652,-0.01575142
0.985320941,0.157905783
0.989784245,0.057806769
0.98997347,0.307834489
0.99128177,0.354340185
0.993421137,0.620303199
0.996716137,0.370343574
1.000740492,0.433871142
1.006440036,0.289485692
1.012226869,0.124983213
1.013908123,0.366195265
1.018627018,-0.016002138
1.01981426,0.18572426
1.021533113,0.113378241
1.023375678,0.168604936
1.025676779,0.324691887
1.025717669,0.29411423
1.032793672,0.479867921
1.032808706,0.102591825
1.035461634,0.050679197
1.037967219,0.406488357
1.039786126,0.378884045
1.041790995,0.298822157
1.042219431,0.369641547
1.04470334,0.172505079
1.049830084,0.200013095
1.050514192,0.529450515
1.056346366,0.015422292
1.085301516,0.612694612
1.086940115,0.156729355
1.100287786,0.322554345
1.101485364,0.047262683
1.102843097,0.309006733
1.10552939,0.131374156
1.110911601,0.170748298
1.111141877,0.472294888
1.117532718,0.524651308
1.129244264,0.154610268
1.173645499,0.301732393
