x,y
1.41,8.47
1.85,12.5
2.18,14.8
2.25,12.5
2.35,12.0
2.36,11.4
2.41,13.0
2.59,13.3
2.61,11.5
2.75,11.9
2.79,11.8
2.84,11.4
2.92,11.7
2.97,13.0
2.97,11.6
2.99,11.4
3.0,12.0
3.02,12.3
3.11,12.1
3.12,11.5
3.14,10.6
3.15,11.3
3.24,13.3
3.25,12.0
3.3,12.0
3.3,13.9
3.32,12.2
3.33,13.2
3.33,13.4
3.37,12.6
3.39,14.4
3.43,11.8
3.49,12.6
3.54,10.9
3.55,12.3
3.56,12.0
3.59,11.9
3.63,12.7
3.67,12.3
3.7,13.0
3.71,12.8
3.72,12.1
3.73,12.5
3.75,11.9
3.84,11.4
3.86,11.4
3.88,11.9
3.88,12.3
3.9,11.7
3.92,11.8
3.93,13.1
3.96,12.6
4.0,11.9
4.01,12.4
4.01,11.3
4.06,11.2
4.06,12.9
4.08,12.1
4.1,12.4
4.11,11.4
4.13,12.2
4.15,11.8
4.2,10.6
4.25,11.7
4.25,13.1
4.26,12.7
4.29,12.1
4.3,11.8
4.31,12.0
4.31,11.8
4.33,10.3
4.34,11.4
4.34,12.1
4.37,11.6
4.42,11.4
4.42,10.9
4.48,13.0
4.49,12.3
4.53,11.6
4.57,12.3
4.57,12.6
4.69,12.3
4.73,10.8
4.78,11.8
4.8,10.9
4.82,12.2
4.89,11.5
4.97,13.2
5.02,11.2
5.15,11.0
5.38,12.6
5.4,13.2
5.5,13.2
5.53,14.4
5.56,10.7
5.59,11.8
5.69,12.9
6.06,12.3
6.1,13.8
6.19,13.0
6.91,11.8
