x,y
-0.335397324,0.983345696
-0.325542193,0.920906413
-0.32035264,0.924742097
-0.306659288,0.966378294
-0.29946395,1.052512165
-0.292254181,0.929710204
-0.292220381,0.80801792
-0.291783885,0.814451006
-0.280472165,0.846379266
-0.273533572,0.95796992
-0.273485227,1.059350875
-0.270238333,0.914784696
-0.266967382,0.960675048
-0.244185364,1.083820361
-0.241402682,0.80660888
-0.238360454,0.883855668
-0.238323033,0.935891415
-0.233188106,0.998684042
-0.230189768,0.968362232
-0.225114245,0.990045774
-0.209857171,0.997473702
-0.207677416,1.00827877
-0.206561273,0.969870604
-0.202447722,1.036004676
-0.200754113,0.964783409
-0.189030104,1.030516203
-0.188949653,0.912978012
-0.187780474,0.930218427
-0.179499224,0.943015049
-0.170598943,0.922687287
-0.162834982,0.919898749
-0.160177194,1.055315469
-0.13849986,1.026466984
-0.132535306,0.918102583
-0.13168431,1.107715628
-0.122600174,1.127630465
-0.11848903,0.94988121
-0.112860274,1.009194194
-0.109858255,0.940071324
-0.093629178,0.959552781
-0.090986171,1.005281185
-0.067210398,0.946116238
-0.065174557,1.13968675
-0.064616741,1.001267108
-0.059289662,1.064657687
-0.048277717,1.130597498
-0.045141149,1.001950297
-0.041858814,0.976629833
-0.037176142,1.023558723
-0.024142391,1.040671193
-0.021786681,1.055542789
-0.020379623,1.13630563
-0.01789433,1.008952032
-0.012253713,1.09441454
-0.011409951,1.08682757
-0.007146506,0.99003784
-0.004407552,0.793598857
-0.003168519,1.062663779
0.000992909,1.059881065
0.008210596,1.047199872
0.020463561,1.002275721
0.020775874,0.939925998
0.037069799,0.963166237
0.043169426,0.990951114
0.044319002,1.039452716
0.045028038,1.06454086
0.062900519,0.962719957
0.063134285,1.020787547
0.071997816,0.625924872
0.072873074,0.919577337
0.07536498,0.92713453
0.079520087,0.986691626
0.086647056,0.986282005
0.092815979,0.934348689
0.103132761,1.018706717
0.103438964,1.045556844
0.108212873,0.911390776
0.109189893,0.617703119
0.110795417,1.168786808
0.111141005,0.937458562
0.12903582,1.069570494
0.13191759,0.904025937
0.133767268,0.998656563
0.138139025,0.940341933
0.147373668,1.119197471
0.163129145,1.085475347
0.167011457,0.979388604
0.17337572,0.837250537
0.174485619,0.932202883
0.176737393,1.032384936
0.177811226,0.838322581
0.178230417,0.968870751
0.182041469,0.817861766
0.190131518,0.972097224
0.194433602,0.935434006
0.214965919,0.989807588
0.221805315,0.958101184
0.223130013,0.90757412
0.226816061,0.876860209
0.229131064,1.007503141
0.236457346,0.984588353
0.23813546,0.989653454
0.246788322,0.975809759
0.25508875,1.021484971
0.260272989,0.93953523
0.330167536,1.106016666
0.338672105,1.151798799
